#cups;fecha;hora;kwh
ES0031105511819013KF1L;03/08/2024;7;1.142
ES0031105511811032KD2N;03/08/2024;7;1.756
ES0022105511819019MK3F;03/08/2024;8;1.658
ES0031105511819012LM0G;03/08/2024;8;0.924
ES0031105511819013KF1L;03/08/2024;8;1.658
ES0031105511811032KD2N;03/08/2024;8;1.694
ES0022105511819019MK3F;03/08/2024;9;1.192
ES0031105511819012LM0G;03/08/2024;9;0.8
ES0031105511819013KF1L;03/08/2024;9;1.192
ES0031105511811032KD2N;03/08/2024;9;2.081
ES0022105511819019MK3F;03/08/2024;10;1.737
ES0031105511819012LM0G;03/08/2024;10;0.942
ES0031105511819013KF1L;03/08/2024;10;1.737
ES0031105511811032KD2N;03/08/2024;10;2.568
ES0022105511819019MK3F;03/08/2024;11;1.2
ES0031105511819012LM0G;03/08/2024;11;0.844
ES0031105511819013KF1L;03/08/2024;11;1.2
ES0031105511811032KD2N;03/08/2024;11;1.555
ES0022105511819019MK3F;03/08/2024;12;0.862
ES0031105511819012LM0G;03/08/2024;12;0.163
ES0031105511819013KF1L;03/08/2024;12;0.862
ES0031105511811032KD2N;03/08/2024;12;1.852
ES0022105511819019MK3F;03/08/2024;13;0.446
ES0031105511819012LM0G;03/08/2024;13;0.311
ES0031105511819013KF1L;03/08/2024;13;0.446
ES0031105511811032KD2N;03/08/2024;13;0.625
ES0022105511819019MK3F;03/08/2024;14;0.39
ES0031105511819012LM0G;03/08/2024;14;0.226
ES0031105511819013KF1L;03/08/2024;14;0.39
ES0031105511811032KD2N;03/08/2024;14;1.012
ES0022105511819019MK3F;03/08/2024;15;1.218
ES0031105511819012LM0G;03/08/2024;15;1.071
ES0031105511819013KF1L;03/08/2024;15;1.218
ES0031105511811032KD2N;03/08/2024;15;1.522
ES0022105511819019MK3F;03/08/2024;16;1.04
ES0031105511819012LM0G;03/08/2024;16;0.491
ES0031105511819013KF1L;03/08/2024;16;1.04
ES0031105511811032KD2N;03/08/2024;16;1.336
ES0022105511819019MK3F;03/08/2024;17;0.776
ES0031105511819012LM0G;03/08/2024;17;0.539
ES0031105511819013KF1L;03/08/2024;17;0.776
ES0031105511811032KD2N;03/08/2024;17;1.088
ES0022105511819019MK3F;03/08/2024;18;1.659
ES0031105511819012LM0G;03/08/2024;18;1.014
ES0031105511819013KF1L;03/08/2024;18;1.659
ES0031105511811032KD2N;03/08/2024;18;2.362
ES0022105511819019MK3F;03/08/2024;19;0.373
ES0031105511819012LM0G;03/08/2024;19;0.15
ES0031105511819013KF1L;03/08/2024;19;0.373
ES0031105511811032KD2N;03/08/2024;19;1.3
ES0022105511819019MK3F;03/08/2024;20;0.803
ES0031105511819012LM0G;03/08/2024;20;0.578
ES0031105511819013KF1L;03/08/2024;20;0.803
ES0031105511811032KD2N;03/08/2024;20;0.974
ES0022105511819019MK3F;03/08/2024;21;1.018
ES0031105511819012LM0G;03/08/2024;21;0.73
ES0031105511819013KF1L;03/08/2024;21;1.018
ES0031105511811032KD2N;03/08/2024;21;1.822
ES0022105511819019MK3F;03/08/2024;22;1.072
ES0031105511819012LM0G;03/08/2024;22;0.246
ES0031105511819013KF1L;03/08/2024;22;1.072
ES0031105511811032KD2N;03/08/2024;22;1.284
ES0022105511819019MK3F;03/08/2024;23;0.856
ES0031105511819012LM0G;03/08/2024;23;0.851
ES0031105511819013KF1L;03/08/2024;23;0.856
ES0031105511811032KD2N;03/08/2024;23;1.407
ES0022105511819019MK3F;03/08/2024;24;1.23
ES0031105511819012LM0G;03/08/2024;24;0.977
ES0031105511819013KF1L;03/08/2024;24;1.23
ES0031105511811032KD2N;03/08/2024;24;1.856
ES0022105511819019MK3F;04/08/2024;1;0.989
ES0031105511819012LM0G;04/08/2024;1;0.829
ES0031105511819013KF1L;04/08/2024;1;0.989
ES0031105511811032KD2N;04/08/2024;1;1.226
ES0022105511819019MK3F;04/08/2024;2;1.196
ES0031105511819012LM0G;04/08/2024;2;0.308
ES0031105511819013KF1L;04/08/2024;2;1.196
ES0031105511811032KD2N;04/08/2024;2;1.466
ES0022105511819019MK3F;04/08/2024;3;0.781
ES0031105511819012LM0G;04/08/2024;3;0.203
ES0031105511819013KF1L;04/08/2024;3;0.781
ES0031105511811032KD2N;04/08/2024;3;1.344
ES0022105511819019MK3F;04/08/2024;4;1.468
ES0031105511819012LM0G;04/08/2024;4;0.848
ES0031105511819013KF1L;04/08/2024;4;1.468
ES0031105511811032KD2N;04/08/2024;4;1.838
ES0022105511819019MK3F;04/08/2024;5;0.259
ES0031105511819012LM0G;04/08/2024;5;0.161
ES0031105511819013KF1L;04/08/2024;5;0.259
ES0031105511811032KD2N;04/08/2024;5;0.881
ES0022105511819019MK3F;04/08/2024;6;1.247
ES0031105511819012LM0G;04/08/2024;6;0.299
ES0031105511819013KF1L;04/08/2024;6;1.247
ES0031105511811032KD2N;04/08/2024;6;1.796
ES0022105511819019MK3F;04/08/2024;7;0.962
ES0031105511819012LM0G;04/08/2024;7;0.923
ES0031105511819013KF1L;04/08/2024;7;0.962
ES0031105511811032KD2N;04/08/2024;7;1.155
ES0022105511819019MK3F;04/08/2024;8;0.551
ES0031105511819012LM0G;04/08/2024;8;0.519
ES0031105511819013KF1L;04/08/2024;8;0.551
ES0031105511811032KD2N;04/08/2024;8;0.644
ES0022105511819019MK3F;04/08/2024;9;0.642
ES0031105511819012LM0G;04/08/2024;9;0.605
ES0031105511819013KF1L;04/08/2024;9;0.642
ES0031105511811032KD2N;04/08/2024;9;1.338
ES0022105511819019MK3F;04/08/2024;10;1.688
ES0031105511819012LM0G;04/08/2024;10;0.995
ES0031105511819013KF1L;04/08/2024;10;1.688
ES0031105511811032KD2N;04/08/2024;10;1.954
ES0022105511819019MK3F;04/08/2024;11;0.891
ES0031105511819012LM0G;04/08/2024;11;0.81
ES0031105511819013KF1L;04/08/2024;11;0.891
ES0031105511811032KD2N;04/08/2024;11;1.18
ES0022105511819019MK3F;04/08/2024;12;1.154
ES0031105511819012LM0G;04/08/2024;12;0.199
ES0031105511819013KF1L;04/08/2024;12;1.154
ES0031105511811032KD2N;04/08/2024;12;1.769
ES0022105511819019MK3F;04/08/2024;13;1.125
ES0031105511819012LM0G;04/08/2024;13;0.421
ES0031105511819013KF1L;04/08/2024;13;1.125
ES0031105511811032KD2N;04/08/2024;13;1.225
ES0022105511819019MK3F;04/08/2024;14;1.004
ES0031105511819012LM0G;04/08/2024;14;0.934
ES0031105511819013KF1L;04/08/2024;14;1.004
ES0031105511811032KD2N;04/08/2024;14;1.467
ES0022105511819019MK3F;04/08/2024;15;3.628
ES0031105511819012LM0G;04/08/2024;15;2.98
ES0031105511819013KF1L;04/08/2024;15;3.628
ES0031105511811032KD2N;04/08/2024;15;4.587
ES0022105511819019MK3F;04/08/2024;16;2.811
ES0031105511819012LM0G;04/08/2024;16;2.435
ES0031105511819013KF1L;04/08/2024;16;2.811
ES0031105511811032KD2N;04/08/2024;16;3.627
ES0022105511819019MK3F;04/08/2024;17;1.302
ES0031105511819012LM0G;04/08/2024;17;0.842
ES0031105511819013KF1L;04/08/2024;17;1.302
ES0031105511811032KD2N;04/08/2024;17;2.092
ES0022105511819019MK3F;04/08/2024;18;0.672
ES0031105511819012LM0G;04/08/2024;18;0.656
ES0031105511819013KF1L;04/08/2024;18;0.672
ES0031105511811032KD2N;04/08/2024;18;1.345
ES0022105511819019MK3F;04/08/2024;19;1.174
ES0031105511819012LM0G;04/08/2024;19;0.332
ES0031105511819013KF1L;04/08/2024;19;1.174
ES0031105511811032KD2N;04/08/2024;19;1.192
ES0022105511819019MK3F;04/08/2024;20;1.085
ES0031105511819012LM0G;04/08/2024;20;0.738
ES0031105511819013KF1L;04/08/2024;20;1.085
ES0031105511811032KD2N;04/08/2024;20;2.03
ES0022105511819019MK3F;04/08/2024;21;1.392
ES0031105511819012LM0G;04/08/2024;21;0.938
ES0031105511819013KF1L;04/08/2024;21;1.392
ES0031105511811032KD2N;04/08/2024;21;1.821
ES0022105511819019MK3F;04/08/2024;22;0.669
ES0031105511819012LM0G;04/08/2024;22;0.324
ES0031105511819013KF1L;04/08/2024;22;0.669
ES0031105511811032KD2N;04/08/2024;22;1.025
ES0022105511819019MK3F;04/08/2024;23;1.024
ES0031105511819012LM0G;04/08/2024;23;0.704
ES0031105511819013KF1L;04/08/2024;23;1.024
ES0031105511811032KD2N;04/08/2024;23;1.995
ES0022105511819019MK3F;04/08/2024;24;0.937
ES0031105511819012LM0G;04/08/2024;24;0.91
ES0031105511819013KF1L;04/08/2024;24;0.937
ES0031105511811032KD2N;04/08/2024;24;1.837
ES0022105511819019MK3F;05/08/2024;1;0.872
ES0031105511819012LM0G;05/08/2024;1;0.685
ES0031105511819013KF1L;05/08/2024;1;0.872
ES0031105511811032KD2N;05/08/2024;1;1.633
ES0022105511819019MK3F;05/08/2024;2;0.999
ES0031105511819012LM0G;05/08/2024;2;0.726
ES0031105511819013KF1L;05/08/2024;2;0.999
ES0031105511811032KD2N;05/08/2024;2;1.231
ES0022105511819019MK3F;05/08/2024;3;1.099
ES0031105511819012LM0G;05/08/2024;3;0.566
ES0031105511819013KF1L;05/08/2024;3;1.099
ES0031105511811032KD2N;05/08/2024;3;2.032
ES0022105511819019MK3F;05/08/2024;4;1.703
ES0031105511819012LM0G;05/08/2024;4;0.926
ES0031105511819013KF1L;05/08/2024;4;1.703
ES0031105511811032KD2N;05/08/2024;4;2.45
ES0022105511819019MK3F;05/08/2024;5;1.52
ES0031105511819012LM0G;05/08/2024;5;0.562
ES0031105511819013KF1L;05/08/2024;5;1.52
ES0031105511811032KD2N;05/08/2024;5;2.09
ES0022105511819019MK3F;05/08/2024;6;0.86
ES0031105511819012LM0G;05/08/2024;6;0.84
ES0031105511819013KF1L;05/08/2024;6;0.86
ES0031105511811032KD2N;05/08/2024;6;0.933
ES0022105511819019MK3F;05/08/2024;7;0.285
ES0031105511819012LM0G;05/08/2024;7;0.279
ES0031105511819013KF1L;05/08/2024;7;0.285
ES0031105511811032KD2N;05/08/2024;7;0.631
ES0022105511819019MK3F;05/08/2024;8;1.143
ES0031105511819012LM0G;05/08/2024;8;0.329
ES0031105511819013KF1L;05/08/2024;8;1.143
ES0031105511811032KD2N;05/08/2024;8;1.849
ES0022105511819019MK3F;05/08/2024;9;0.769
ES0031105511819012LM0G;05/08/2024;9;0.574
ES0031105511819013KF1L;05/08/2024;9;0.769
ES0031105511811032KD2N;05/08/2024;9;1.644
ES0022105511819019MK3F;05/08/2024;10;1.224
ES0031105511819012LM0G;05/08/2024;10;0.909
ES0031105511819013KF1L;05/08/2024;10;1.224
ES0031105511811032KD2N;05/08/2024;10;1.251
ES0022105511819019MK3F;05/08/2024;11;1.769
ES0031105511819012LM0G;05/08/2024;11;0.854
ES0031105511819013KF1L;05/08/2024;11;1.769
ES0031105511811032KD2N;05/08/2024;11;2.421
ES0022105511819019MK3F;05/08/2024;12;0.892
ES0031105511819012LM0G;05/08/2024;12;0.77
ES0031105511819013KF1L;05/08/2024;12;0.892
ES0031105511811032KD2N;05/08/2024;12;1.812
ES0022105511819019MK3F;05/08/2024;13;1.461
ES0031105511819012LM0G;05/08/2024;13;0.939
ES0031105511819013KF1L;05/08/2024;13;1.461
ES0031105511811032KD2N;05/08/2024;13;1.999
ES0022105511819019MK3F;05/08/2024;14;1.213
ES0031105511819012LM0G;05/08/2024;14;0.864
ES0031105511819013KF1L;05/08/2024;14;1.213
ES0031105511811032KD2N;05/08/2024;14;1.875
ES0022105511819019MK3F;05/08/2024;15;0.341
ES0031105511819012LM0G;05/08/2024;15;0.222
ES0031105511819013KF1L;05/08/2024;15;0.341
ES0031105511811032KD2N;05/08/2024;15;0.845
ES0022105511819019MK3F;05/08/2024;16;1.35
ES0031105511819012LM0G;05/08/2024;16;0.413
ES0031105511819013KF1L;05/08/2024;16;1.35
ES0031105511811032KD2N;05/08/2024;16;1.423
ES0022105511819019MK3F;05/08/2024;17;1.734
ES0031105511819012LM0G;05/08/2024;17;0.762
ES0031105511819013KF1L;05/08/2024;17;1.734
ES0031105511811032KD2N;05/08/2024;17;2.717
ES0022105511819019MK3F;05/08/2024;18;1.471
ES0031105511819012LM0G;05/08/2024;18;0.703
ES0031105511819013KF1L;05/08/2024;18;1.471
ES0031105511811032KD2N;05/08/2024;18;2.074
ES0022105511819019MK3F;05/08/2024;19;1.868
ES0031105511819012LM0G;05/08/2024;19;0.941
ES0031105511819013KF1L;05/08/2024;19;1.868
ES0031105511811032KD2N;05/08/2024;19;2.759
ES0022105511819019MK3F;05/08/2024;20;1.258
ES0031105511819012LM0G;05/08/2024;20;0.809
ES0031105511819013KF1L;05/08/2024;20;1.258
ES0031105511811032KD2N;05/08/2024;20;2.173
ES0022105511819019MK3F;05/08/2024;21;1.167
ES0031105511819012LM0G;05/08/2024;21;0.408
ES0031105511819013KF1L;05/08/2024;21;1.167
ES0031105511811032KD2N;05/08/2024;21;1.944
ES0022105511819019MK3F;05/08/2024;22;0.691
ES0031105511819012LM0G;05/08/2024;22;0.34
ES0031105511819013KF1L;05/08/2024;22;0.691
ES0031105511811032KD2N;05/08/2024;22;0.946
ES0022105511819019MK3F;05/08/2024;23;1.255
ES0031105511819012LM0G;05/08/2024;23;0.602
ES0031105511819013KF1L;05/08/2024;23;1.255
ES0031105511811032KD2N;05/08/2024;23;1.801
ES0022105511819019MK3F;05/08/2024;24;0.952
ES0031105511819012LM0G;05/08/2024;24;0.833
ES0031105511819013KF1L;05/08/2024;24;0.952
ES0031105511811032KD2N;05/08/2024;24;1.198
ES0022105511819019MK3F;06/08/2024;1;1.777
ES0031105511819012LM0G;06/08/2024;1;0.837
ES0031105511819013KF1L;06/08/2024;1;1.777
ES0031105511811032KD2N;06/08/2024;1;2.685
ES0022105511819019MK3F;06/08/2024;2;1.948
ES0031105511819012LM0G;06/08/2024;2;0.965
ES0031105511819013KF1L;06/08/2024;2;1.948
ES0031105511811032KD2N;06/08/2024;2;2.001
ES0022105511819019MK3F;06/08/2024;3;0.268
ES0031105511819012LM0G;06/08/2024;3;0.197
ES0031105511819013KF1L;06/08/2024;3;0.268
ES0031105511811032KD2N;06/08/2024;3;0.376
ES0022105511819019MK3F;06/08/2024;4;1.309
ES0031105511819012LM0G;06/08/2024;4;0.83
ES0031105511819013KF1L;06/08/2024;4;1.309
ES0031105511811032KD2N;06/08/2024;4;2.146
ES0022105511819019MK3F;06/08/2024;5;0.968
ES0031105511819012LM0G;06/08/2024;5;0.947
ES0031105511819013KF1L;06/08/2024;5;0.968
ES0031105511811032KD2N;06/08/2024;5;1.428
ES0022105511819019MK3F;06/08/2024;6;0.293
ES0031105511819012LM0G;06/08/2024;6;0.194
ES0031105511819013KF1L;06/08/2024;6;0.293
ES0031105511811032KD2N;06/08/2024;6;0.853
ES0022105511819019MK3F;06/08/2024;7;1.357
ES0031105511819012LM0G;06/08/2024;7;0.557
ES0031105511819013KF1L;06/08/2024;7;1.357
ES0031105511811032KD2N;06/08/2024;7;2.12
ES0022105511819019MK3F;06/08/2024;8;1.168
ES0031105511819012LM0G;06/08/2024;8;0.588
ES0031105511819013KF1L;06/08/2024;8;1.168
ES0031105511811032KD2N;06/08/2024;8;2.121
ES0022105511819019MK3F;06/08/2024;9;0.99
ES0031105511819012LM0G;06/08/2024;9;0.198
ES0031105511819013KF1L;06/08/2024;9;0.99
ES0031105511811032KD2N;06/08/2024;9;1.153
ES0022105511819019MK3F;06/08/2024;10;1.609
ES0031105511819012LM0G;06/08/2024;10;0.803
ES0031105511819013KF1L;06/08/2024;10;1.609
ES0031105511811032KD2N;06/08/2024;10;2.206
ES0022105511819019MK3F;06/08/2024;11;1.246
ES0031105511819012LM0G;06/08/2024;11;0.591
ES0031105511819013KF1L;06/08/2024;11;1.246
ES0031105511811032KD2N;06/08/2024;11;1.403
ES0022105511819019MK3F;06/08/2024;12;0.907
ES0031105511819012LM0G;06/08/2024;12;0.699
ES0031105511819013KF1L;06/08/2024;12;0.907
ES0031105511811032KD2N;06/08/2024;12;1.884
ES0022105511819019MK3F;06/08/2024;13;1.559
ES0031105511819012LM0G;06/08/2024;13;0.763
ES0031105511819013KF1L;06/08/2024;13;1.559
ES0031105511811032KD2N;06/08/2024;13;2.077
ES0022105511819019MK3F;06/08/2024;14;0.5
ES0031105511819012LM0G;06/08/2024;14;0.46
ES0031105511819013KF1L;06/08/2024;14;0.5
ES0031105511811032KD2N;06/08/2024;14;1.144
ES0022105511819019MK3F;06/08/2024;15;0.644
ES0031105511819012LM0G;06/08/2024;15;0.339
ES0031105511819013KF1L;06/08/2024;15;0.644
ES0031105511811032KD2N;06/08/2024;15;1.421
ES0022105511819019MK3F;06/08/2024;16;1.333
ES0031105511819012LM0G;06/08/2024;16;0.732
ES0031105511819013KF1L;06/08/2024;16;1.333
ES0031105511811032KD2N;06/08/2024;16;1.943
ES0022105511819019MK3F;06/08/2024;17;1.467
ES0031105511819012LM0G;06/08/2024;17;0.759
ES0031105511819013KF1L;06/08/2024;17;1.467
ES0031105511811032KD2N;06/08/2024;17;1.76
ES0022105511819019MK3F;06/08/2024;18;0.698
ES0031105511819012LM0G;06/08/2024;18;0.407
ES0031105511819013KF1L;06/08/2024;18;0.698
ES0031105511811032KD2N;06/08/2024;18;1.485
ES0022105511819019MK3F;06/08/2024;19;0.708
ES0031105511819012LM0G;06/08/2024;19;0.425
ES0031105511819013KF1L;06/08/2024;19;0.708
ES0031105511811032KD2N;06/08/2024;19;0.979
ES0022105511819019MK3F;06/08/2024;20;0.697
ES0031105511819012LM0G;06/08/2024;20;0.244
ES0031105511819013KF1L;06/08/2024;20;0.697
ES0031105511811032KD2N;06/08/2024;20;1.383
ES0022105511819019MK3F;06/08/2024;21;0.904
ES0031105511819012LM0G;06/08/2024;21;0.785
ES0031105511819013KF1L;06/08/2024;21;0.904
ES0031105511811032KD2N;06/08/2024;21;1.213
ES0022105511819019MK3F;06/08/2024;22;0.931
ES0031105511819012LM0G;06/08/2024;22;0.352
ES0031105511819013KF1L;06/08/2024;22;0.931
ES0031105511811032KD2N;06/08/2024;22;1.866
ES0022105511819019MK3F;06/08/2024;23;0.768
ES0031105511819012LM0G;06/08/2024;23;0.269
ES0031105511819013KF1L;06/08/2024;23;0.768
ES0031105511811032KD2N;06/08/2024;23;1.204
ES0022105511819019MK3F;06/08/2024;24;1.191
ES0031105511819012LM0G;06/08/2024;24;0.576
ES0031105511819013KF1L;06/08/2024;24;1.191
ES0031105511811032KD2N;06/08/2024;24;2.069
ES0022105511819019MK3F;07/08/2024;1;0.777
ES0031105511819012LM0G;07/08/2024;1;0.321
ES0031105511819013KF1L;07/08/2024;1;0.777
ES0031105511811032KD2N;07/08/2024;1;1.738
ES0022105511819019MK3F;07/08/2024;2;1.035
ES0031105511819012LM0G;07/08/2024;2;0.399
ES0031105511819013KF1L;07/08/2024;2;1.035
ES0031105511811032KD2N;07/08/2024;2;1.912
ES0022105511819019MK3F;07/08/2024;3;0.875
ES0031105511819012LM0G;07/08/2024;3;0.382
ES0031105511819013KF1L;07/08/2024;3;0.875
ES0031105511811032KD2N;07/08/2024;3;1.777
ES0022105511819019MK3F;07/08/2024;4;0.921
ES0031105511819012LM0G;07/08/2024;4;0.388
ES0031105511819013KF1L;07/08/2024;4;0.921
ES0031105511811032KD2N;07/08/2024;4;1.355
ES0022105511819019MK3F;07/08/2024;5;0.868
ES0031105511819012LM0G;07/08/2024;5;0.363
ES0031105511819013KF1L;07/08/2024;5;0.868
ES0031105511811032KD2N;07/08/2024;5;0.928
ES0022105511819019MK3F;07/08/2024;6;1.516
ES0031105511819012LM0G;07/08/2024;6;0.806
ES0031105511819013KF1L;07/08/2024;6;1.516
ES0031105511811032KD2N;07/08/2024;6;1.917
ES0022105511819019MK3F;07/08/2024;7;0.974
ES0031105511819012LM0G;07/08/2024;7;0.875
ES0031105511819013KF1L;07/08/2024;7;0.974
ES0031105511811032KD2N;07/08/2024;7;1.054
ES0022105511819019MK3F;07/08/2024;8;0.726
ES0031105511819012LM0G;07/08/2024;8;0.628
ES0031105511819013KF1L;07/08/2024;8;0.726
ES0031105511811032KD2N;07/08/2024;8;0.913
ES0022105511819019MK3F;07/08/2024;9;1.191
ES0031105511819012LM0G;07/08/2024;9;0.931
ES0031105511819013KF1L;07/08/2024;9;1.191
ES0031105511811032KD2N;07/08/2024;9;2.03
ES0022105511819019MK3F;07/08/2024;10;1.381
ES0031105511819012LM0G;07/08/2024;10;0.656
ES0031105511819013KF1L;07/08/2024;10;1.381
ES0031105511811032KD2N;07/08/2024;10;1.806
ES0022105511819019MK3F;07/08/2024;11;1.434
ES0031105511819012LM0G;07/08/2024;11;0.53
ES0031105511819013KF1L;07/08/2024;11;1.434
ES0031105511811032KD2N;07/08/2024;11;2.171
ES0022105511819019MK3F;07/08/2024;12;1.415
ES0031105511819012LM0G;07/08/2024;12;1.037
ES0031105511819013KF1L;07/08/2024;12;1.415
ES0031105511811032KD2N;07/08/2024;12;2.31
ES0022105511819019MK3F;07/08/2024;13;0.935
ES0031105511819012LM0G;07/08/2024;13;0.106
ES0031105511819013KF1L;07/08/2024;13;0.935
ES0031105511811032KD2N;07/08/2024;13;1.804
ES0022105511819019MK3F;07/08/2024;14;1.41
ES0031105511819012LM0G;07/08/2024;14;0.757
ES0031105511819013KF1L;07/08/2024;14;1.41
ES0031105511811032KD2N;07/08/2024;14;2.404
ES0022105511819019MK3F;07/08/2024;15;1.007
ES0031105511819012LM0G;07/08/2024;15;0.711
ES0031105511819013KF1L;07/08/2024;15;1.007
ES0031105511811032KD2N;07/08/2024;15;1.152
ES0022105511819019MK3F;07/08/2024;16;1.01
ES0031105511819012LM0G;07/08/2024;16;0.304
ES0031105511819013KF1L;07/08/2024;16;1.01
ES0031105511811032KD2N;07/08/2024;16;1.818
ES0022105511819019MK3F;07/08/2024;17;0.728
ES0031105511819012LM0G;07/08/2024;17;0.657
ES0031105511819013KF1L;07/08/2024;17;0.728
ES0031105511811032KD2N;07/08/2024;17;0.885
ES0022105511819019MK3F;07/08/2024;18;1.629
ES0031105511819012LM0G;07/08/2024;18;0.921
ES0031105511819013KF1L;07/08/2024;18;1.629
ES0031105511811032KD2N;07/08/2024;18;2.12
ES0022105511819019MK3F;07/08/2024;19;0.316
ES0031105511819012LM0G;07/08/2024;19;0.18
ES0031105511819013KF1L;07/08/2024;19;0.316
ES0031105511811032KD2N;07/08/2024;19;0.572
ES0022105511819019MK3F;07/08/2024;20;1.259
ES0031105511819012LM0G;07/08/2024;20;0.423
ES0031105511819013KF1L;07/08/2024;20;1.259
ES0031105511811032KD2N;07/08/2024;20;2.003
ES0022105511819019MK3F;07/08/2024;21;5.748
ES0031105511819012LM0G;07/08/2024;21;5.388
ES0031105511819013KF1L;07/08/2024;21;5.748
ES0031105511811032KD2N;07/08/2024;21;6.161
ES0022105511819019MK3F;07/08/2024;22;7.473
ES0031105511819012LM0G;07/08/2024;22;6.648
ES0031105511819013KF1L;07/08/2024;22;7.473
ES0031105511811032KD2N;07/08/2024;22;8.433
ES0022105511819019MK3F;07/08/2024;23;7.378
ES0031105511819012LM0G;07/08/2024;23;7.041
ES0031105511819013KF1L;07/08/2024;23;7.378
ES0031105511811032KD2N;07/08/2024;23;7.847
ES0022105511819019MK3F;07/08/2024;24;7.215
ES0031105511819012LM0G;07/08/2024;24;6.618
ES0031105511819013KF1L;07/08/2024;24;7.215
ES0031105511811032KD2N;07/08/2024;24;7.565
ES0022105511819019MK3F;08/08/2024;1;6.73
ES0031105511819012LM0G;08/08/2024;1;6.567
ES0031105511819013KF1L;08/08/2024;1;6.73
ES0031105511811032KD2N;08/08/2024;1;6.78
ES0022105511819019MK3F;08/08/2024;2;7.019
ES0031105511819012LM0G;08/08/2024;2;6.6
ES0031105511819013KF1L;08/08/2024;2;7.019
ES0031105511811032KD2N;08/08/2024;2;7.706
ES0022105511819019MK3F;08/08/2024;3;6.28
ES0031105511819012LM0G;08/08/2024;3;6.183
ES0031105511819013KF1L;08/08/2024;3;6.28
ES0031105511811032KD2N;08/08/2024;3;6.41
ES0022105511819019MK3F;08/08/2024;4;6.813
ES0031105511819012LM0G;08/08/2024;4;6.389
ES0031105511819013KF1L;08/08/2024;4;6.813
ES0031105511811032KD2N;08/08/2024;4;7.465
ES0022105511819019MK3F;08/08/2024;5;5.978
ES0031105511819012LM0G;08/08/2024;5;5.482
ES0031105511819013KF1L;08/08/2024;5;5.978
ES0031105511811032KD2N;08/08/2024;5;6.778
ES0022105511819019MK3F;08/08/2024;6;1.403
ES0031105511819012LM0G;08/08/2024;6;1.056
ES0031105511819013KF1L;08/08/2024;6;1.403
ES0031105511811032KD2N;08/08/2024;6;2.017
ES0022105511819019MK3F;08/08/2024;7;0.82
ES0031105511819012LM0G;08/08/2024;7;0.791
ES0031105511819013KF1L;08/08/2024;7;0.82
ES0031105511811032KD2N;08/08/2024;7;1.402
ES0022105511819019MK3F;08/08/2024;8;1.384
ES0031105511819012LM0G;08/08/2024;8;0.556
ES0031105511819013KF1L;08/08/2024;8;1.384
ES0031105511811032KD2N;08/08/2024;8;1.909
ES0022105511819019MK3F;08/08/2024;9;0.775
ES0031105511819012LM0G;08/08/2024;9;0.679
ES0031105511819013KF1L;08/08/2024;9;0.775
ES0031105511811032KD2N;08/08/2024;9;1.673
ES0022105511819019MK3F;08/08/2024;10;1.025
ES0031105511819012LM0G;08/08/2024;10;0.904
ES0031105511819013KF1L;08/08/2024;10;1.025
ES0031105511811032KD2N;08/08/2024;10;1.846
ES0022105511819019MK3F;08/08/2024;11;1.628
ES0031105511819012LM0G;08/08/2024;11;1.455
ES0031105511819013KF1L;08/08/2024;11;1.628
ES0031105511811032KD2N;08/08/2024;11;1.761
ES0022105511819019MK3F;08/08/2024;12;1.245
ES0031105511819012LM0G;08/08/2024;12;0.858
ES0031105511819013KF1L;08/08/2024;12;1.245
ES0031105511811032KD2N;08/08/2024;12;1.329
ES0022105511819019MK3F;08/08/2024;13;1.259
ES0031105511819012LM0G;08/08/2024;13;1.037
ES0031105511819013KF1L;08/08/2024;13;1.259
ES0031105511811032KD2N;08/08/2024;13;2.173
ES0022105511819019MK3F;08/08/2024;14;1.34
ES0031105511819012LM0G;08/08/2024;14;0.894
ES0031105511819013KF1L;08/08/2024;14;1.34
ES0031105511811032KD2N;08/08/2024;14;2.183
ES0022105511819019MK3F;08/08/2024;15;1.786
ES0031105511819012LM0G;08/08/2024;15;0.877
ES0031105511819013KF1L;08/08/2024;15;1.786
ES0031105511811032KD2N;08/08/2024;15;2.641
ES0022105511819019MK3F;08/08/2024;16;0.41
ES0031105511819012LM0G;08/08/2024;16;0.354
ES0031105511819013KF1L;08/08/2024;16;0.41
ES0031105511811032KD2N;08/08/2024;16;0.627
ES0022105511819019MK3F;08/08/2024;17;1.417
ES0031105511819012LM0G;08/08/2024;17;0.937
ES0031105511819013KF1L;08/08/2024;17;1.417
ES0031105511811032KD2N;08/08/2024;17;1.635
ES0022105511819019MK3F;08/08/2024;18;1.55
ES0031105511819012LM0G;08/08/2024;18;0.732
ES0031105511819013KF1L;08/08/2024;18;1.55
ES0031105511811032KD2N;08/08/2024;18;2.215
ES0022105511819019MK3F;08/08/2024;19;1.427
ES0031105511819012LM0G;08/08/2024;19;1.316
ES0031105511819013KF1L;08/08/2024;19;1.427
ES0031105511811032KD2N;08/08/2024;19;2.004
ES0022105511819019MK3F;08/08/2024;20;1.011
ES0031105511819012LM0G;08/08/2024;20;0.967
ES0031105511819013KF1L;08/08/2024;20;1.011
ES0031105511811032KD2N;08/08/2024;20;1.544
ES0022105511819019MK3F;08/08/2024;21;1.198
ES0031105511819012LM0G;08/08/2024;21;0.248
ES0031105511819013KF1L;08/08/2024;21;1.198
